trace_name,event_id,station,taupy_p,emsc_p,correction,status
ev_KO_DARE_.emsc_event_20230307_0000051,quakeml:eu.emsc/event/20230307_0000051,KO.DARE,4987.0,5040.0,53.0,updated
ev_KO_CEYT_.emsc_event_20230429_0000140,quakeml:eu.emsc/event/20230429_0000140,KO.CEYT,5305.0,5300.0,-5.0,updated
ev_KO_SVRC_.emsc_event_20230312_0000303,quakeml:eu.emsc/event/20230312_0000303,KO.SVRC,5602.0,5690.0,88.0,updated
ev_KO_KMRS_.emsc_event_20230307_0000270,quakeml:eu.emsc/event/20230307_0000270,KO.KMRS,4567.0,4680.0,113.0,updated
ev_KO_DYBB_.emsc_event_20230311_0000272,quakeml:eu.emsc/event/20230311_0000272,KO.DYBB,4512.0,,,no_emsc_pick
ev_KO_SARI_.emsc_event_20230308_0000132,quakeml:eu.emsc/event/20230308_0000132,KO.SARI,5711.0,5770.0,59.0,updated
ev_KO_BNN_.emsc_event_20230304_0000182,quakeml:eu.emsc/event/20230304_0000182,KO.BNN,4839.0,4910.0,71.0,updated
ev_KO_DARE_.emsc_event_20230305_0000111,quakeml:eu.emsc/event/20230305_0000111,KO.DARE,4936.0,4910.0,-26.0,updated
ev_KO_SARI_.emsc_event_20230306_0000302,quakeml:eu.emsc/event/20230306_0000302,KO.SARI,5114.0,5160.0,46.0,updated
ev_KO_TAHT_.emsc_event_20230511_0000178,quakeml:eu.emsc/event/20230511_0000178,KO.TAHT,5754.0,5820.0,66.0,updated
ev_KO_CEYT_.emsc_event_20230306_0000063,quakeml:eu.emsc/event/20230306_0000063,KO.CEYT,4972.0,5000.0,28.0,updated
ev_KO_MERS_.emsc_event_20230307_0000347,quakeml:eu.emsc/event/20230307_0000347,KO.MERS,5931.0,,,no_emsc_pick
ev_KO_KMRS_.emsc_event_20230307_0000271,quakeml:eu.emsc/event/20230307_0000271,KO.KMRS,5647.0,5800.0,153.0,updated
ev_KO_BNN_.emsc_event_20230503_0000033,quakeml:eu.emsc/event/20230503_0000033,KO.BNN,5332.0,5390.0,58.0,updated
ev_KO_KMRS_.emsc_event_20230307_0000265,quakeml:eu.emsc/event/20230307_0000265,KO.KMRS,4893.0,4880.0,-13.0,updated
ev_KO_CEYT_.emsc_event_20230306_0000077,quakeml:eu.emsc/event/20230306_0000077,KO.CEYT,5446.0,5410.0,-36.0,updated
ev_KO_DARE_.emsc_event_20230508_0000007,quakeml:eu.emsc/event/20230508_0000007,KO.DARE,5222.0,5220.0,-2.0,updated
ev_KO_KMRS_.emsc_event_20230306_0000169,quakeml:eu.emsc/event/20230306_0000169,KO.KMRS,4083.0,4220.0,137.0,updated
ev_KO_SARI_.emsc_event_20230306_0000316,quakeml:eu.emsc/event/20230306_0000316,KO.SARI,3699.0,3770.0,71.0,updated
ev_KO_KMRS_.emsc_event_20230304_0000028,quakeml:eu.emsc/event/20230304_0000028,KO.KMRS,3816.0,3900.0,84.0,updated
ev_KO_DARE_.emsc_event_20230308_0000179,quakeml:eu.emsc/event/20230308_0000179,KO.DARE,5486.0,,,no_emsc_pick
ev_KO_SARI_.emsc_event_20230304_0000257,quakeml:eu.emsc/event/20230304_0000257,KO.SARI,5147.0,5170.0,23.0,updated
ev_KO_CEYT_.emsc_event_20230305_0000212,quakeml:eu.emsc/event/20230305_0000212,KO.CEYT,5087.0,5120.0,33.0,updated
ev_KO_DARE_.emsc_event_20230304_0000221,quakeml:eu.emsc/event/20230304_0000221,KO.DARE,5003.0,5070.0,67.0,updated
ev_KO_SARI_.emsc_event_20230216_0000096,quakeml:eu.emsc/event/20230216_0000096,KO.SARI,5666.0,,,no_emsc_pick
ev_KO_DYBB_.emsc_event_20230619_0000013,quakeml:eu.emsc/event/20230619_0000013,KO.DYBB,5440.0,,,no_emsc_pick
ev_KO_SARI_.emsc_event_20230401_0000242,quakeml:eu.emsc/event/20230401_0000242,KO.SARI,3947.0,,,no_emsc_pick
ev_KO_SARI_.emsc_event_20230307_0000026,quakeml:eu.emsc/event/20230307_0000026,KO.SARI,5985.0,,,no_emsc_pick
ev_KO_TAHT_.emsc_event_20230427_0000097,quakeml:eu.emsc/event/20230427_0000097,KO.TAHT,3475.0,3540.0,65.0,updated
ev_KO_CEYT_.emsc_event_20230307_0000347,quakeml:eu.emsc/event/20230307_0000347,KO.CEYT,4860.0,,,no_emsc_pick
ev_KO_KOZT_.emsc_event_20230306_0000284,quakeml:eu.emsc/event/20230306_0000284,KO.KOZT,5798.0,,,no_emsc_pick
ev_KO_TAHT_.emsc_event_20230307_0000088,quakeml:eu.emsc/event/20230307_0000088,KO.TAHT,5605.0,,,no_emsc_pick
ev_KO_DARE_.emsc_event_20230307_0000093,quakeml:eu.emsc/event/20230307_0000093,KO.DARE,4999.0,4810.0,-189.0,updated
ev_KO_SARI_.emsc_event_20230304_0000280,quakeml:eu.emsc/event/20230304_0000280,KO.SARI,4252.0,4310.0,58.0,updated
ev_KO_MERS_.emsc_event_20230306_0000088,quakeml:eu.emsc/event/20230306_0000088,KO.MERS,5859.0,5950.0,91.0,updated
ev_KO_GAZ_.emsc_event_20230306_0000127,quakeml:eu.emsc/event/20230306_0000127,KO.GAZ,5272.0,5280.0,8.0,updated
ev_KO_KOZT_.emsc_event_20230305_0000022,quakeml:eu.emsc/event/20230305_0000022,KO.KOZT,5548.0,,,no_emsc_pick
ev_KO_KOZT_.emsc_event_20230305_0000036,quakeml:eu.emsc/event/20230305_0000036,KO.KOZT,4062.0,4080.0,18.0,updated
ev_KO_GAZ_.emsc_event_20230304_0000072,quakeml:eu.emsc/event/20230304_0000072,KO.GAZ,5068.0,5150.0,82.0,updated
ev_KO_KOZT_.emsc_event_20230307_0000177,quakeml:eu.emsc/event/20230307_0000177,KO.KOZT,5406.0,5400.0,-6.0,updated
ev_KO_TAHT_.emsc_event_20230305_0000136,quakeml:eu.emsc/event/20230305_0000136,KO.TAHT,5274.0,5320.0,46.0,updated
ev_KO_BNN_.emsc_event_20230304_0000155,quakeml:eu.emsc/event/20230304_0000155,KO.BNN,5098.0,5230.0,132.0,updated
ev_KO_DARE_.emsc_event_20230307_0000087,quakeml:eu.emsc/event/20230307_0000087,KO.DARE,5360.0,5380.0,20.0,updated
ev_KO_DARE_.emsc_event_20230325_0000056,quakeml:eu.emsc/event/20230325_0000056,KO.DARE,4826.0,4800.0,-26.0,updated
ev_KO_SVRC_.emsc_event_20230227_0000077,quakeml:eu.emsc/event/20230227_0000077,KO.SVRC,4120.0,4030.0,-90.0,updated
ev_KO_BNN_.emsc_event_20230305_0000271,quakeml:eu.emsc/event/20230305_0000271,KO.BNN,5739.0,5730.0,-9.0,updated
ev_KO_TAHT_.emsc_event_20230304_0000212,quakeml:eu.emsc/event/20230304_0000212,KO.TAHT,3262.0,3310.0,48.0,updated
ev_KO_BNN_.emsc_event_20230307_0000330,quakeml:eu.emsc/event/20230307_0000330,KO.BNN,4999.0,,,no_emsc_pick
ev_KO_SVRC_.emsc_event_20230307_0000102,quakeml:eu.emsc/event/20230307_0000102,KO.SVRC,5529.0,5580.0,51.0,updated
ev_KO_BNN_.emsc_event_20230305_0000265,quakeml:eu.emsc/event/20230305_0000265,KO.BNN,5803.0,5890.0,87.0,updated
ev_KO_CEYT_.emsc_event_20230306_0000088,quakeml:eu.emsc/event/20230306_0000088,KO.CEYT,4887.0,4950.0,63.0,updated
ev_KO_KOZT_.emsc_event_20230308_0000076,quakeml:eu.emsc/event/20230308_0000076,KO.KOZT,4367.0,4510.0,143.0,updated
ev_KO_SARI_.emsc_event_20230303_0000267,quakeml:eu.emsc/event/20230303_0000267,KO.SARI,3614.0,3650.0,36.0,updated
ev_KO_BNN_.emsc_event_20230306_0000028,quakeml:eu.emsc/event/20230306_0000028,KO.BNN,4971.0,5040.0,69.0,updated
ev_KO_GAZ_.emsc_event_20230307_0000203,quakeml:eu.emsc/event/20230307_0000203,KO.GAZ,4634.0,4680.0,46.0,updated
ev_KO_KOZT_.emsc_event_20230304_0000306,quakeml:eu.emsc/event/20230304_0000306,KO.KOZT,5923.0,,,no_emsc_pick
ev_KO_TAHT_.emsc_event_20230308_0000176,quakeml:eu.emsc/event/20230308_0000176,KO.TAHT,3470.0,3500.0,30.0,updated
ev_KO_CEYT_.emsc_event_20230304_0000320,quakeml:eu.emsc/event/20230304_0000320,KO.CEYT,4732.0,4830.0,98.0,updated
ev_KO_KMRS_.emsc_event_20230307_0000073,quakeml:eu.emsc/event/20230307_0000073,KO.KMRS,4210.0,4280.0,70.0,updated
ev_KO_MERS_.emsc_event_20230803_0000033,quakeml:eu.emsc/event/20230803_0000033,KO.MERS,5068.0,5120.0,52.0,updated
ev_KO_DARE_.emsc_event_20230508_0000211,quakeml:eu.emsc/event/20230508_0000211,KO.DARE,4900.0,4880.0,-20.0,updated
ev_KO_KMRS_.emsc_event_20230305_0000132,quakeml:eu.emsc/event/20230305_0000132,KO.KMRS,3825.0,3820.0,-5.0,updated
ev_KO_SARI_.emsc_event_20230515_0000156,quakeml:eu.emsc/event/20230515_0000156,KO.SARI,4052.0,,,no_emsc_pick
ev_KO_DARE_.emsc_event_20230315_0000076,quakeml:eu.emsc/event/20230315_0000076,KO.DARE,4534.0,4650.0,116.0,updated
ev_KO_URFA_.emsc_event_20230709_0000064,quakeml:eu.emsc/event/20230709_0000064,KO.URFA,4793.0,4850.0,57.0,updated
ev_KO_SARI_.emsc_event_20230304_0000055,quakeml:eu.emsc/event/20230304_0000055,KO.SARI,3878.0,,,no_emsc_pick
ev_KO_DARE_.emsc_event_20230616_0000195,quakeml:eu.emsc/event/20230616_0000195,KO.DARE,4090.0,3950.0,-140.0,updated
ev_KO_CEYT_.emsc_event_20230307_0000179,quakeml:eu.emsc/event/20230307_0000179,KO.CEYT,5201.0,5220.0,19.0,updated
ev_KO_URFA_.emsc_event_20230310_0000288,quakeml:eu.emsc/event/20230310_0000288,KO.URFA,5624.0,5690.0,66.0,updated
ev_KO_CEYT_.emsc_event_20230308_0000044,quakeml:eu.emsc/event/20230308_0000044,KO.CEYT,4814.0,4750.0,-64.0,updated
ev_KO_MERS_.emsc_event_20230726_0000086,quakeml:eu.emsc/event/20230726_0000086,KO.MERS,5762.0,5840.0,78.0,updated
ev_KO_URFA_.emsc_event_20230309_0000313,quakeml:eu.emsc/event/20230309_0000313,KO.URFA,5723.0,5780.0,57.0,updated
ev_KO_KMRS_.emsc_event_20230307_0000067,quakeml:eu.emsc/event/20230307_0000067,KO.KMRS,4410.0,4450.0,40.0,updated
ev_KO_SARI_.emsc_event_20230307_0000218,quakeml:eu.emsc/event/20230307_0000218,KO.SARI,5269.0,5260.0,-9.0,updated
ev_KO_MERS_.emsc_event_20230308_0000044,quakeml:eu.emsc/event/20230308_0000044,KO.MERS,5929.0,,,no_emsc_pick
ev_KO_KMRS_.emsc_event_20230304_0000202,quakeml:eu.emsc/event/20230304_0000202,KO.KMRS,4066.0,4070.0,4.0,updated
ev_KO_SARI_.emsc_event_20230717_0000236,quakeml:eu.emsc/event/20230717_0000236,KO.SARI,4907.0,,,no_emsc_pick
ev_KO_GAZ_.emsc_event_20230305_0000197,quakeml:eu.emsc/event/20230305_0000197,KO.GAZ,5865.0,,,no_emsc_pick
ev_KO_TAHT_.emsc_event_20230410_0000087,quakeml:eu.emsc/event/20230410_0000087,KO.TAHT,5711.0,,,no_emsc_pick
ev_KO_CEYT_.emsc_event_20230803_0000033,quakeml:eu.emsc/event/20230803_0000033,KO.CEYT,4051.0,4120.0,69.0,updated
ev_KO_SARI_.emsc_event_20230805_0000091,quakeml:eu.emsc/event/20230805_0000091,KO.SARI,4266.0,4270.0,4.0,updated
ev_KO_MERS_.emsc_event_20230304_0000320,quakeml:eu.emsc/event/20230304_0000320,KO.MERS,5921.0,,,no_emsc_pick
ev_KO_KMRS_.emsc_event_20230304_0000216,quakeml:eu.emsc/event/20230304_0000216,KO.KMRS,4951.0,4960.0,9.0,updated
ev_KO_CEYT_.emsc_event_20230304_0000308,quakeml:eu.emsc/event/20230304_0000308,KO.CEYT,5094.0,5140.0,46.0,updated
ev_KO_DARE_.emsc_event_20230306_0000176,quakeml:eu.emsc/event/20230306_0000176,KO.DARE,5184.0,5280.0,96.0,updated
ev_KO_TAHT_.emsc_event_20230306_0000186,quakeml:eu.emsc/event/20230306_0000186,KO.TAHT,5868.0,,,no_emsc_pick
ev_KO_SARI_.emsc_event_20230307_0000224,quakeml:eu.emsc/event/20230307_0000224,KO.SARI,5308.0,,,no_emsc_pick
ev_KO_BNN_.emsc_event_20230213_0000030,quakeml:eu.emsc/event/20230213_0000030,KO.BNN,5441.0,,,no_emsc_pick
ev_KO_DARE_.emsc_event_20230208_0000413,quakeml:eu.emsc/event/20230208_0000413,KO.DARE,4897.0,,,no_emsc_pick
ev_KO_CEYT_.emsc_event_20230224_0000282,quakeml:eu.emsc/event/20230224_0000282,KO.CEYT,3708.0,3850.0,142.0,updated
ev_KO_GAZ_.emsc_event_20230307_0000029,quakeml:eu.emsc/event/20230307_0000029,KO.GAZ,4678.0,4770.0,92.0,updated
ev_KO_CEYT_.emsc_event_20230308_0000093,quakeml:eu.emsc/event/20230308_0000093,KO.CEYT,4858.0,4970.0,112.0,updated
ev_KO_CEYT_.emsc_event_20230607_0000200,quakeml:eu.emsc/event/20230607_0000200,KO.CEYT,4547.0,4590.0,43.0,updated
ev_KO_DARE_.emsc_event_20230307_0000285,quakeml:eu.emsc/event/20230307_0000285,KO.DARE,4243.0,4140.0,-103.0,updated
ev_KO_DYBB_.emsc_event_20230717_0000006,quakeml:eu.emsc/event/20230717_0000006,KO.DYBB,5526.0,5590.0,64.0,updated
ev_KO_SARI_.emsc_event_20230304_0000096,quakeml:eu.emsc/event/20230304_0000096,KO.SARI,3951.0,,,no_emsc_pick
ev_KO_SARI_.emsc_event_20230614_0000049,quakeml:eu.emsc/event/20230614_0000049,KO.SARI,5539.0,,,no_emsc_pick
ev_KO_GAZ_.emsc_event_20230304_0000270,quakeml:eu.emsc/event/20230304_0000270,KO.GAZ,5129.0,,,no_emsc_pick
ev_KO_KOZT_.emsc_event_20230308_0000248,quakeml:eu.emsc/event/20230308_0000248,KO.KOZT,5970.0,5960.0,-10.0,updated
ev_KO_BNN_.emsc_event_20230308_0000027,quakeml:eu.emsc/event/20230308_0000027,KO.BNN,4973.0,5020.0,47.0,updated
ev_KO_GAZ_.emsc_event_20230306_0000319,quakeml:eu.emsc/event/20230306_0000319,KO.GAZ,5955.0,,,no_emsc_pick
ev_KO_BNN_.emsc_event_20230305_0000073,quakeml:eu.emsc/event/20230305_0000073,KO.BNN,5476.0,5190.0,-286.0,updated
ev_KO_SVRC_.emsc_event_20230304_0000159,quakeml:eu.emsc/event/20230304_0000159,KO.SVRC,4185.0,3980.0,-205.0,updated
ev_KO_DARE_.emsc_event_20230711_0000168,quakeml:eu.emsc/event/20230711_0000168,KO.DARE,3718.0,3800.0,82.0,updated
ev_KO_GAZ_.emsc_event_20230307_0000015,quakeml:eu.emsc/event/20230307_0000015,KO.GAZ,5940.0,5990.0,50.0,updated
ev_KO_KOZT_.emsc_event_20230304_0000110,quakeml:eu.emsc/event/20230304_0000110,KO.KOZT,4151.0,3960.0,-191.0,updated
ev_KO_BNN_.emsc_event_20230428_0000004,quakeml:eu.emsc/event/20230428_0000004,KO.BNN,5035.0,5030.0,-5.0,updated
ev_KO_DARE_.emsc_event_20230323_0000183,quakeml:eu.emsc/event/20230323_0000183,KO.DARE,5249.0,5290.0,41.0,updated
ev_KO_TAHT_.emsc_event_20230306_0000145,quakeml:eu.emsc/event/20230306_0000145,KO.TAHT,3990.0,4030.0,40.0,updated
ev_KO_SARI_.emsc_event_20230313_0000300,quakeml:eu.emsc/event/20230313_0000300,KO.SARI,5206.0,5190.0,-16.0,updated
ev_KO_KMRS_.emsc_event_20230307_0000107,quakeml:eu.emsc/event/20230307_0000107,KO.KMRS,5460.0,5520.0,60.0,updated
ev_KO_SARI_.emsc_event_20230305_0000239,quakeml:eu.emsc/event/20230305_0000239,KO.SARI,4063.0,4150.0,87.0,updated
ev_KO_BNN_.emsc_event_20230308_0000184,quakeml:eu.emsc/event/20230308_0000184,KO.BNN,5438.0,5500.0,62.0,updated
ev_KO_CEYT_.emsc_event_20230306_0000315,quakeml:eu.emsc/event/20230306_0000315,KO.CEYT,4914.0,4950.0,36.0,updated
ev_KO_DARE_.emsc_event_20230307_0000326,quakeml:eu.emsc/event/20230307_0000326,KO.DARE,4576.0,4440.0,-136.0,updated
ev_KO_SARI_.emsc_event_20230304_0000121,quakeml:eu.emsc/event/20230304_0000121,KO.SARI,4152.0,,,no_emsc_pick
ev_KO_CEYT_.emsc_event_20230319_0000159,quakeml:eu.emsc/event/20230319_0000159,KO.CEYT,5250.0,5270.0,20.0,updated
ev_KO_SARI_.emsc_event_20230306_0000060,quakeml:eu.emsc/event/20230306_0000060,KO.SARI,5342.0,5420.0,78.0,updated
ev_KO_SARI_.emsc_event_20230308_0000251,quakeml:eu.emsc/event/20230308_0000251,KO.SARI,3707.0,3750.0,43.0,updated
ev_KO_URFA_.emsc_event_20230307_0000056,quakeml:eu.emsc/event/20230307_0000056,KO.URFA,5790.0,,,no_emsc_pick
ev_KO_BNN_.emsc_event_20230327_0000115,quakeml:eu.emsc/event/20230327_0000115,KO.BNN,5304.0,5410.0,106.0,updated
ev_KO_CEYT_.emsc_event_20230304_0000240,quakeml:eu.emsc/event/20230304_0000240,KO.CEYT,4879.0,4880.0,1.0,updated
ev_KO_SARI_.emsc_event_20230305_0000205,quakeml:eu.emsc/event/20230305_0000205,KO.SARI,4047.0,4080.0,33.0,updated
ev_KO_DARE_.emsc_event_20230304_0000157,quakeml:eu.emsc/event/20230304_0000157,KO.DARE,4607.0,4670.0,63.0,updated
ev_KO_KMRS_.emsc_event_20230308_0000006,quakeml:eu.emsc/event/20230308_0000006,KO.KMRS,4204.0,4340.0,136.0,updated
ev_KO_CEYT_.emsc_event_20230306_0000329,quakeml:eu.emsc/event/20230306_0000329,KO.CEYT,5394.0,,,no_emsc_pick
ev_KO_CEYT_.emsc_event_20230307_0000025,quakeml:eu.emsc/event/20230307_0000025,KO.CEYT,5131.0,5150.0,19.0,updated
ev_KO_BNN_.emsc_event_20230502_0000075,quakeml:eu.emsc/event/20230502_0000075,KO.BNN,5276.0,5260.0,-16.0,updated
ev_KO_CEYT_.emsc_event_20230305_0000164,quakeml:eu.emsc/event/20230305_0000164,KO.CEYT,4915.0,,,no_emsc_pick
ev_KO_KMRS_.emsc_event_20230306_0000223,quakeml:eu.emsc/event/20230306_0000223,KO.KMRS,4254.0,4280.0,26.0,updated
ev_KO_MERS_.emsc_event_20230306_0000315,quakeml:eu.emsc/event/20230306_0000315,KO.MERS,5726.0,,,no_emsc_pick
ev_KO_DARE_.emsc_event_20230306_0000002,quakeml:eu.emsc/event/20230306_0000002,KO.DARE,5217.0,5140.0,-77.0,updated
ev_KO_SARI_.emsc_event_20230305_0000211,quakeml:eu.emsc/event/20230305_0000211,KO.SARI,5244.0,,,no_emsc_pick
ev_KO_URFA_.emsc_event_20230331_0000174,quakeml:eu.emsc/event/20230331_0000174,KO.URFA,5847.0,,,no_emsc_pick
ev_KO_BNN_.emsc_event_20230308_0000147,quakeml:eu.emsc/event/20230308_0000147,KO.BNN,5714.0,,,no_emsc_pick
ev_KO_GAZ_.emsc_event_20230306_0000251,quakeml:eu.emsc/event/20230306_0000251,KO.GAZ,4426.0,4520.0,94.0,updated
ev_KO_DYBB_.emsc_event_20230305_0000021,quakeml:eu.emsc/event/20230305_0000021,KO.DYBB,5990.0,,,no_emsc_pick
ev_KO_GAZ_.emsc_event_20230304_0000310,quakeml:eu.emsc/event/20230304_0000310,KO.GAZ,5506.0,5580.0,74.0,updated
ev_KO_BNN_.emsc_event_20230312_0000291,quakeml:eu.emsc/event/20230312_0000291,KO.BNN,4924.0,4850.0,-74.0,updated
ev_KO_GAZ_.emsc_event_20230305_0000008,quakeml:eu.emsc/event/20230305_0000008,KO.GAZ,5020.0,5060.0,40.0,updated
ev_KO_GAZ_.emsc_event_20230308_0000074,quakeml:eu.emsc/event/20230308_0000074,KO.GAZ,4492.0,,,no_emsc_pick
ev_KO_TAHT_.emsc_event_20230307_0000301,quakeml:eu.emsc/event/20230307_0000301,KO.TAHT,3536.0,3560.0,24.0,updated
ev_KO_TAHT_.emsc_event_20230707_0000062,quakeml:eu.emsc/event/20230707_0000062,KO.TAHT,5528.0,,,no_emsc_pick
ev_KO_SARI_.emsc_event_20230423_0000132,quakeml:eu.emsc/event/20230423_0000132,KO.SARI,5611.0,5700.0,89.0,updated
ev_KO_URFA_.emsc_event_20230307_0000095,quakeml:eu.emsc/event/20230307_0000095,KO.URFA,4242.0,4330.0,88.0,updated
ev_KO_TAHT_.emsc_event_20230309_0000130,quakeml:eu.emsc/event/20230309_0000130,KO.TAHT,5769.0,5820.0,51.0,updated
ev_KO_URFA_.emsc_event_20230308_0000180,quakeml:eu.emsc/event/20230308_0000180,KO.URFA,5111.0,5150.0,39.0,updated
ev_KO_BNN_.emsc_event_20230307_0000046,quakeml:eu.emsc/event/20230307_0000046,KO.BNN,5645.0,5730.0,85.0,updated
ev_KO_TAHT_.emsc_event_20230306_0000025,quakeml:eu.emsc/event/20230306_0000025,KO.TAHT,4767.0,4810.0,43.0,updated
ev_KO_KOZT_.emsc_event_20230306_0000125,quakeml:eu.emsc/event/20230306_0000125,KO.KOZT,5953.0,,,no_emsc_pick
ev_KO_GAZ_.emsc_event_20230307_0000161,quakeml:eu.emsc/event/20230307_0000161,KO.GAZ,5336.0,5390.0,54.0,updated
ev_KO_KOZT_.emsc_event_20230304_0000070,quakeml:eu.emsc/event/20230304_0000070,KO.KOZT,4796.0,4800.0,4.0,updated
ev_KO_MERS_.emsc_event_20230419_0000029,quakeml:eu.emsc/event/20230419_0000029,KO.MERS,5412.0,5370.0,-42.0,updated
ev_KO_KOZT_.emsc_event_20230306_0000131,quakeml:eu.emsc/event/20230306_0000131,KO.KOZT,3607.0,3720.0,113.0,updated
ev_KO_GAZ_.emsc_event_20230305_0000034,quakeml:eu.emsc/event/20230305_0000034,KO.GAZ,5097.0,5180.0,83.0,updated
ev_KO_DARE_.emsc_event_20230713_0000149,quakeml:eu.emsc/event/20230713_0000149,KO.DARE,4549.0,4394.0,-155.0,updated
ev_KO_CEYT_.emsc_event_20230419_0000001,quakeml:eu.emsc/event/20230419_0000001,KO.CEYT,5372.0,,,no_emsc_pick
ev_KO_DARE_.emsc_event_20230304_0000180,quakeml:eu.emsc/event/20230304_0000180,KO.DARE,4607.0,4630.0,23.0,updated
ev_KO_SARI_.emsc_event_20230313_0000274,quakeml:eu.emsc/event/20230313_0000274,KO.SARI,5964.0,,,no_emsc_pick
ev_KO_KMRS_.emsc_event_20230304_0000148,quakeml:eu.emsc/event/20230304_0000148,KO.KMRS,4494.0,4610.0,116.0,updated
ev_KO_MERS_.emsc_event_20230310_0000199,quakeml:eu.emsc/event/20230310_0000199,KO.MERS,5824.0,5950.0,126.0,updated
ev_KO_SARI_.emsc_event_20230306_0000276,quakeml:eu.emsc/event/20230306_0000276,KO.SARI,3957.0,,,no_emsc_pick
ev_KO_DARE_.emsc_event_20230307_0000124,quakeml:eu.emsc/event/20230307_0000124,KO.DARE,4091.0,,,no_emsc_pick
ev_KO_KMRS_.emsc_event_20230306_0000009,quakeml:eu.emsc/event/20230306_0000009,KO.KMRS,5772.0,,,no_emsc_pick
ev_KO_CEYT_.emsc_event_20230306_0000117,quakeml:eu.emsc/event/20230306_0000117,KO.CEYT,5137.0,5260.0,123.0,updated
ev_KO_URFA_.emsc_event_20230307_0000240,quakeml:eu.emsc/event/20230307_0000240,KO.URFA,4531.0,4560.0,29.0,updated
ev_KO_KMRS_.emsc_event_20230308_0000238,quakeml:eu.emsc/event/20230308_0000238,KO.KMRS,5761.0,5850.0,89.0,updated
ev_KO_GAZ_.emsc_event_20230306_0000090,quakeml:eu.emsc/event/20230306_0000090,KO.GAZ,5373.0,5420.0,47.0,updated
ev_KO_TAHT_.emsc_event_20230612_0000091,quakeml:eu.emsc/event/20230612_0000091,KO.TAHT,5793.0,5870.0,77.0,updated
ev_KO_URFA_.emsc_event_20230307_0000254,quakeml:eu.emsc/event/20230307_0000254,KO.URFA,5229.0,5210.0,-19.0,updated
ev_KO_GAZ_.emsc_event_20230306_0000084,quakeml:eu.emsc/event/20230306_0000084,KO.GAZ,4668.0,4710.0,42.0,updated
ev_KO_DARE_.emsc_event_20230307_0000130,quakeml:eu.emsc/event/20230307_0000130,KO.DARE,4402.0,4520.0,118.0,updated
ev_KO_DARE_.emsc_event_20230314_0000018,quakeml:eu.emsc/event/20230314_0000018,KO.DARE,4384.0,4430.0,46.0,updated
ev_KO_DARE_.emsc_event_20230307_0000118,quakeml:eu.emsc/event/20230307_0000118,KO.DARE,4991.0,4960.0,-31.0,updated
ev_KO_CEYT_.emsc_event_20230307_0000227,quakeml:eu.emsc/event/20230307_0000227,KO.CEYT,5243.0,,,no_emsc_pick
ev_KO_KMRS_.emsc_event_20230304_0000174,quakeml:eu.emsc/event/20230304_0000174,KO.KMRS,5955.0,,,no_emsc_pick
ev_KO_SARI_.emsc_event_20230307_0000146,quakeml:eu.emsc/event/20230307_0000146,KO.SARI,5937.0,,,no_emsc_pick
ev_KO_DARE_.emsc_event_20230306_0000214,quakeml:eu.emsc/event/20230306_0000214,KO.DARE,4547.0,4560.0,13.0,updated
ev_KO_KMRS_.emsc_event_20230305_0000278,quakeml:eu.emsc/event/20230305_0000278,KO.KMRS,3885.0,3910.0,25.0,updated
ev_KO_BNN_.emsc_event_20230307_0000293,quakeml:eu.emsc/event/20230307_0000293,KO.BNN,5191.0,5210.0,19.0,updated
ev_KO_SVRC_.emsc_event_20230719_0000282,quakeml:eu.emsc/event/20230719_0000282,KO.SVRC,4445.0,4440.0,-5.0,updated
ev_KO_SARI_.emsc_event_20230307_0000152,quakeml:eu.emsc/event/20230307_0000152,KO.SARI,4776.0,4910.0,134.0,updated
ev_KO_GAZ_.emsc_event_20230308_0000262,quakeml:eu.emsc/event/20230308_0000262,KO.GAZ,5660.0,5710.0,50.0,updated
ev_KO_GAZ_.emsc_event_20230304_0000112,quakeml:eu.emsc/event/20230304_0000112,KO.GAZ,3547.0,3640.0,93.0,updated
ev_KO_BNN_.emsc_event_20230613_0000025,quakeml:eu.emsc/event/20230613_0000025,KO.BNN,4882.0,4960.0,78.0,updated
ev_KO_SARI_.emsc_event_20230308_0000084,quakeml:eu.emsc/event/20230308_0000084,KO.SARI,5945.0,,,no_emsc_pick
ev_KO_GAZ_.emsc_event_20230306_0000053,quakeml:eu.emsc/event/20230306_0000053,KO.GAZ,4781.0,4860.0,79.0,updated
ev_KO_KMRS_.emsc_event_20230305_0000293,quakeml:eu.emsc/event/20230305_0000293,KO.KMRS,4450.0,4500.0,50.0,updated
ev_KO_KOZT_.emsc_event_20230307_0000003,quakeml:eu.emsc/event/20230307_0000003,KO.KOZT,4121.0,4210.0,89.0,updated
ev_KO_SARI_.emsc_event_20230710_0000164,quakeml:eu.emsc/event/20230710_0000164,KO.SARI,5724.0,5760.0,36.0,updated
ev_KO_CEYT_.emsc_event_20230619_0000022,quakeml:eu.emsc/event/20230619_0000022,KO.CEYT,4885.0,4750.0,-135.0,updated
ev_KO_DARE_.emsc_event_20230320_0000084,quakeml:eu.emsc/event/20230320_0000084,KO.DARE,4194.0,,,no_emsc_pick
ev_KO_BNN_.emsc_event_20230306_0000160,quakeml:eu.emsc/event/20230306_0000160,KO.BNN,4814.0,4790.0,-24.0,updated
ev_KO_SVRC_.emsc_event_20230304_0000207,quakeml:eu.emsc/event/20230304_0000207,KO.SVRC,5170.0,5190.0,20.0,updated
